INVDET_TXNDATE,INVDET_PROCODE,sale,qty
11/27/2024,3,3072,24
11/28/2024,3,2176,17
11/30/2024,3,1280,10
12/1/2024,3,1536,12
12/2/2024,3,384,3
12/3/2024,3,2048,16
12/4/2024,3,3200,25
12/5/2024,3,1792,14
12/7/2024,3,2304,18
12/8/2024,3,512,4
12/9/2024,3,1920,15
12/10/2024,3,1472,11
12/11/2024,3,1792,14
12/12/2024,3,1408,11
12/13/2024,3,4224,33
12/14/2024,3,2432,19
12/15/2024,3,1408,11
12/16/2024,3,768,6
12/17/2024,3,2560,20
12/18/2024,3,3712,29
12/19/2024,3,5760,45
12/20/2024,3,1920,15
12/21/2024,3,5120,40
12/22/2024,3,3328,26
12/23/2024,3,1664,13
12/24/2024,3,4096,32
12/25/2024,3,2304,18
12/26/2024,3,1920,15
12/27/2024,3,3456,27
12/28/2024,3,1920,15
12/29/2024,3,5760,45
12/30/2024,3,1632,13
12/31/2024,3,384,3
1/1/2025,3,1760,11
1/2/2025,3,160,1
1/3/2025,3,2720,17
1/4/2025,3,1440,9
1/5/2025,3,2080,13
1/6/2025,3,4320,27
1/7/2025,3,2240,14
1/8/2025,3,1824,13
1/9/2025,3,2304,18
1/10/2025,3,3072,24
1/11/2025,3,4480,35
1/12/2025,3,4224,33
1/14/2025,3,2816,22
1/15/2025,3,3840,30
1/16/2025,3,2688,21
1/17/2025,3,1792,14
1/18/2025,3,896,7
1/19/2025,3,3456,27
1/20/2025,3,384,3
1/21/2025,3,1024,8
1/22/2025,3,1024,8
1/23/2025,3,2048,16
1/24/2025,3,640,5
1/25/2025,3,2304,18
1/26/2025,3,1536,12
1/27/2025,3,2432,19
1/28/2025,3,1024,8
1/29/2025,3,1152,9
1/30/2025,3,2720,21
1/31/2025,3,128,1
2/1/2025,3,3200,20
2/2/2025,3,2080,13
2/3/2025,3,160,1
2/4/2025,3,3040,19
2/6/2025,3,640,4
2/7/2025,3,1760,11
2/8/2025,3,960,6
2/9/2025,3,1600,10
2/10/2025,3,2240,14
2/11/2025,3,800,5
2/12/2025,3,5760,36
2/13/2025,3,6080,38
2/14/2025,3,2240,14
2/15/2025,3,1600,10
2/16/2025,3,3200,20
2/17/2025,3,2080,13
2/18/2025,3,1760,11
2/19/2025,3,4480,28
2/20/2025,3,3040,19
2/21/2025,3,2080,13
2/22/2025,3,3520,22
2/23/2025,3,5920,37
2/24/2025,3,2560,16
2/25/2025,3,4960,31
2/26/2025,3,3680,23
2/27/2025,3,1760,11
2/28/2025,3,1920,12
3/1/2025,3,2240,14
3/2/2025,3,960,6
3/3/2025,3,4160,26
3/4/2025,3,2880,18
3/5/2025,3,2720,17
3/6/2025,3,3040,19
3/7/2025,3,1280,8
3/8/2025,3,4320,27
3/9/2025,3,5280,33
3/10/2025,3,5600,35
3/11/2025,3,0,0
3/12/2025,3,1760,11
3/13/2025,3,2016,15
3/14/2025,3,1408,11
3/15/2025,3,3456,27
3/16/2025,3,128,1
3/17/2025,3,256,2
3/18/2025,3,640,5
3/19/2025,3,1152,9
3/20/2025,3,1056,8
3/21/2025,3,2784,21
3/22/2025,3,1536,12
3/23/2025,3,1536,12
3/24/2025,3,1664,13
3/25/2025,3,128,1
3/26/2025,3,1280,10
3/27/2025,3,4160,31
3/28/2025,3,2048,16
3/29/2025,3,3200,25
3/30/2025,3,1920,15
3/31/2025,3,5888,46
4/1/2025,3,3840,30
4/2/2025,3,1664,13
4/3/2025,3,896,7
4/4/2025,3,1408,11
4/5/2025,3,1920,15
4/6/2025,3,896,7
4/7/2025,3,2816,22
4/8/2025,3,2560,20
4/9/2025,3,3328,26
4/10/2025,3,1152,9
4/11/2025,3,1408,11
4/12/2025,3,896,7
4/13/2025,3,896,7
4/14/2025,3,1024,8
4/15/2025,3,3616,28
4/16/2025,3,2176,17
4/17/2025,3,2336,19
4/18/2025,3,2392,23
4/19/2025,3,832,8
4/20/2025,3,520,5
4/21/2025,3,2184,21
4/22/2025,3,1352,13
4/23/2025,3,1352,13
4/24/2025,3,260,3
4/25/2025,3,2080,20
4/26/2025,3,832,8
4/27/2025,3,208,2
4/28/2025,3,416,4
4/29/2025,3,1560,15
4/30/2025,3,624,6
5/1/2025,3,2288,22
5/2/2025,3,4680,45
5/3/2025,3,3120,30
5/4/2025,3,2704,26
5/5/2025,3,2080,20
5/6/2025,3,3848,37
5/7/2025,3,3952,38
5/8/2025,3,1768,17
5/9/2025,3,1872,18
5/10/2025,3,936,9
5/11/2025,3,1248,12
5/12/2025,3,1560,15
5/13/2025,3,1404,13
5/14/2025,3,520,5
5/15/2025,3,2912,28
5/16/2025,3,1196,11
5/17/2025,3,3406,32
5/18/2025,3,4576,44
5/19/2025,3,5408,52
5/20/2025,3,2184,21
5/21/2025,3,1352,13
5/22/2025,3,1820,14
5/23/2025,3,1690,13
5/24/2025,3,1690,13
5/25/2025,3,2210,17
5/26/2025,3,2340,18
5/27/2025,3,6630,51
5/28/2025,3,5850,45
5/29/2025,3,2080,16
5/30/2025,3,3770,29
5/31/2025,3,4550,35
6/1/2025,3,3900,30
6/2/2025,3,2470,19
6/3/2025,3,4550,35
6/4/2025,3,7540,58
6/5/2025,3,7150,55
6/6/2025,3,4940,38
6/7/2025,3,520,4
6/8/2025,3,130,1
6/9/2025,3,520,4
6/11/2025,3,15300,180
6/12/2025,3,390,3
5/23/2023,4,800,2
5/26/2023,4,1600,4
5/27/2023,4,2000,5
5/28/2023,4,800,2
5/29/2023,4,4400,11
5/30/2023,4,800,2
5/31/2023,4,800,2
6/8/2023,4,400,1
6/9/2023,4,1560,4
6/10/2023,4,1170,3
6/11/2023,4,390,1
6/12/2023,4,780,2
6/13/2023,4,3120,8
6/14/2023,4,2340,6
6/15/2023,4,1170,3
6/16/2023,4,3510,9
6/17/2023,4,3900,10
6/18/2023,4,7020,18
6/19/2023,4,2340,6
6/20/2023,4,2340,6
6/24/2023,4,780,2
6/30/2023,4,390,1
7/1/2023,4,390,1
7/2/2023,4,2340,6
7/3/2023,4,780,2
7/4/2023,4,2340,6
7/5/2023,4,5070,13
7/6/2023,4,3510,9
7/7/2023,4,2340,6
7/8/2023,4,7020,18
7/9/2023,4,3120,8
7/10/2023,4,4680,12
7/11/2023,4,1170,3
7/12/2023,4,1560,4
7/13/2023,4,3120,8
7/14/2023,4,2340,6
7/15/2023,4,4680,12
7/16/2023,4,3510,9
7/17/2023,4,3120,8
7/18/2023,4,1170,3
7/19/2023,4,5460,14
7/20/2023,4,3510,9
7/21/2023,4,5070,13
7/23/2023,4,780,2
7/25/2023,4,390,1
7/26/2023,4,780,2
7/27/2023,4,780,2
7/28/2023,4,780,2
7/29/2023,4,5070,13
7/30/2023,4,4680,12
7/31/2023,4,3900,10
8/1/2023,4,8580,22
8/2/2023,4,6240,16
8/3/2023,4,7800,20
8/4/2023,4,5070,13
8/5/2023,4,5850,15
8/6/2023,4,4290,11
8/7/2023,4,3510,9
8/8/2023,4,7020,18
8/9/2023,4,5070,13
8/10/2023,4,5070,13
8/11/2023,4,2730,7
8/12/2023,4,3900,10
8/13/2023,4,6240,16
8/14/2023,4,3900,10
8/15/2023,4,5070,13
8/16/2023,4,3510,9
8/17/2023,4,4290,11
8/18/2023,4,3510,9
8/19/2023,4,14820,38
8/20/2023,4,11310,29
8/21/2023,4,2730,7
8/22/2023,4,5850,15
8/23/2023,4,2730,7
8/24/2023,4,3900,10
8/25/2023,4,3510,9
8/26/2023,4,2730,7
8/27/2023,4,7020,18
8/28/2023,4,7800,20
8/29/2023,4,3510,9
8/30/2023,4,5850,15
8/31/2023,4,2340,6
9/1/2023,4,3900,10
9/2/2023,4,8580,22
9/3/2023,4,8580,22
9/4/2023,4,3900,10
9/5/2023,4,1170,3
9/6/2023,4,3120,8
9/7/2023,4,1560,4
9/8/2023,4,3120,8
9/9/2023,4,5460,14
9/10/2023,4,3120,8
9/11/2023,4,5850,15
9/12/2023,4,7020,18
9/13/2023,4,8190,21
9/14/2023,4,780,2
9/15/2023,4,1170,3
9/16/2023,4,1170,3
9/17/2023,4,1170,3
9/19/2023,4,780,2
9/20/2023,4,3510,9
9/21/2023,4,3900,10
9/22/2023,4,2340,6
9/23/2023,4,1560,4
9/24/2023,4,390,1
10/11/2023,4,1170,3
10/14/2023,4,2340,6
10/15/2023,4,2730,7
10/16/2023,4,3120,8
10/17/2023,4,8970,23
10/18/2023,4,1560,4
10/19/2023,4,780,2
10/20/2023,4,3510,9
10/21/2023,4,3120,8
10/22/2023,4,3120,8
10/23/2023,4,3900,10
10/24/2023,4,1950,5
10/25/2023,4,390,1
10/26/2023,4,2340,6
10/27/2023,4,2730,7
10/28/2023,4,3510,9
10/29/2023,4,4680,12
10/30/2023,4,1950,5
10/31/2023,4,3900,10
11/1/2023,4,1170,3
11/2/2023,4,5070,13
11/3/2023,4,2340,6
11/4/2023,4,2730,7
11/5/2023,4,1950,5
11/6/2023,4,2730,7
11/7/2023,4,2340,6
11/8/2023,4,1950,5
11/9/2023,4,1170,3
11/10/2023,4,780,2
11/11/2023,4,7020,18
11/12/2023,4,4290,11
11/13/2023,4,4290,11
11/14/2023,4,3510,9
11/15/2023,4,2730,7
11/16/2023,4,3510,9
11/17/2023,4,3900,10
11/18/2023,4,2730,7
11/19/2023,4,2730,7
11/20/2023,4,7020,18
11/21/2023,4,4290,11
11/23/2023,4,3900,10
11/24/2023,4,4524,12
11/25/2023,4,18252,52
11/26/2023,4,4212,12
11/27/2023,4,4563,13
11/28/2023,4,5733,16
11/29/2023,4,3910,10
11/30/2023,4,6240,16
12/1/2023,4,4290,11
12/2/2023,4,780,2
12/3/2023,4,2730,7
12/4/2023,4,1560,4
12/5/2023,4,2340,6
12/6/2023,4,4680,12
12/7/2023,4,5460,14
12/8/2023,4,1092,3
12/9/2023,4,7176,19
12/10/2023,4,1560,4
12/11/2023,4,1170,3
12/12/2023,4,780,2
12/14/2023,4,390,1
12/15/2023,4,1950,5
12/16/2023,4,2730,7
12/17/2023,4,1560,4
12/18/2023,4,7800,20
12/19/2023,4,2730,7
12/20/2023,4,3900,10
12/21/2023,4,390,1
12/22/2023,4,4290,11
12/23/2023,4,6630,17
12/24/2023,4,1950,5
12/25/2023,4,5850,15
12/26/2023,4,7800,20
12/27/2023,4,6250,16
12/28/2023,4,9410,19
12/29/2023,4,7830,17
12/30/2023,4,5070,13
12/31/2023,4,4290,11
1/1/2024,4,1950,5
1/2/2024,4,1950,5
1/4/2024,4,1950,5
1/5/2024,4,3510,9
1/6/2024,4,2340,6
1/7/2024,4,8190,21
1/8/2024,4,3510,9
1/9/2024,4,2730,7
1/10/2024,4,9750,25
1/11/2024,4,3900,10
1/12/2024,4,4290,11
1/13/2024,4,3510,9
1/14/2024,4,7800,20
1/15/2024,4,5460,14
1/16/2024,4,6240,16
1/17/2024,4,9750,25
1/18/2024,4,5070,13
1/19/2024,4,4680,12
1/20/2024,4,3510,9
1/21/2024,4,7020,18
1/22/2024,4,6240,16
9/14/2024,4,960,3
9/15/2024,4,320,1
9/16/2024,4,960,3
9/17/2024,4,1280,4
9/18/2024,4,640,2
9/19/2024,4,640,2
9/20/2024,4,4480,14
9/21/2024,4,1280,4
9/22/2024,4,640,2
9/23/2024,4,640,2
9/24/2024,4,3200,10
9/25/2024,4,3200,10
9/26/2024,4,1600,5
9/27/2024,4,3200,10
9/28/2024,4,3840,12
9/29/2024,4,2240,7
9/30/2024,4,1600,5
10/1/2024,4,640,2
10/2/2024,4,2560,8
10/3/2024,4,1120,3
10/4/2024,4,3520,11
10/5/2024,4,1280,4
10/6/2024,4,2240,7
10/7/2024,4,1600,5
10/8/2024,4,2240,7
10/9/2024,4,3200,10
10/10/2024,4,2240,7
10/11/2024,4,2240,7
10/12/2024,4,4160,13
10/13/2024,4,1280,4
10/14/2024,4,2560,8
10/15/2024,4,1600,5
10/16/2024,4,2240,7
10/17/2024,4,4160,13
10/18/2024,4,2240,7
10/19/2024,4,5440,17
10/20/2024,4,1920,6
10/21/2024,4,2880,9
10/22/2024,4,1600,5
10/23/2024,4,2880,9
10/24/2024,4,2560,8
10/25/2024,4,3440,10
10/26/2024,4,2560,8
10/27/2024,4,2240,7
10/28/2024,4,1600,5
10/29/2024,4,960,3
10/30/2024,4,1280,4
10/31/2024,4,1280,4
11/1/2024,4,2240,7
11/2/2024,4,1600,5
11/3/2024,4,3200,10
11/4/2024,4,4800,15
11/5/2024,4,8000,25
11/6/2024,4,7680,24
11/7/2024,4,1920,6
11/8/2024,4,2960,9
11/9/2024,4,6080,19
11/10/2024,4,9920,31
11/11/2024,4,2560,8
11/12/2024,4,4800,15
11/13/2024,4,6080,19
11/14/2024,4,4160,13
11/15/2024,4,2560,8
11/16/2024,4,4160,13
11/17/2024,4,5760,18
11/18/2024,4,5760,18
11/19/2024,4,4800,15
11/20/2024,4,6080,19
11/21/2024,4,7360,23
11/22/2024,4,2240,7
11/23/2024,4,3840,12
11/24/2024,4,8720,27
11/25/2024,4,4800,15
11/26/2024,4,2560,8
11/27/2024,4,10560,33
11/28/2024,4,2160,7
11/29/2024,4,11200,35
11/30/2024,4,3200,10
12/1/2024,4,8960,28
12/2/2024,4,2560,8
12/3/2024,4,10880,34
12/4/2024,4,6080,19
12/5/2024,4,8000,25
12/6/2024,4,4800,15
12/7/2024,4,5760,18
12/8/2024,4,6400,20
12/9/2024,4,8640,27
12/10/2024,4,6720,21
12/11/2024,4,4800,15
12/12/2024,4,3840,12
12/13/2024,4,8320,26
12/14/2024,4,10560,33
12/15/2024,4,8000,25
12/16/2024,4,5120,16
12/17/2024,4,8320,26
12/18/2024,4,12800,40
12/19/2024,4,12160,38
12/20/2024,4,8960,28
12/21/2024,4,1600,5
12/23/2024,4,960,3
12/24/2024,4,7440,21
12/27/2024,4,1600,5
12/28/2024,4,5600,17
12/29/2024,4,5120,16
12/30/2024,4,5760,18
12/31/2024,4,960,3
1/1/2025,4,1600,4
1/2/2025,4,400,1
1/3/2025,4,4400,11
1/4/2025,4,9600,24
1/5/2025,4,7600,19
1/6/2025,4,5200,13
1/7/2025,4,12000,30
1/8/2025,4,9200,25
1/9/2025,4,6160,20
1/10/2025,4,6720,21
1/11/2025,4,11200,35
1/12/2025,4,8320,26
1/13/2025,4,8000,25
1/14/2025,4,11200,35
1/15/2025,4,8320,26
1/16/2025,4,7040,22
1/17/2025,4,8320,26
1/18/2025,4,10240,32
1/19/2025,4,4160,13
1/20/2025,4,8000,25
1/21/2025,4,11840,37
1/22/2025,4,9040,28
1/23/2025,4,10720,33
1/24/2025,4,6720,21
1/25/2025,4,6400,20
1/26/2025,4,8640,27
1/27/2025,4,6400,20
1/28/2025,4,9920,31
1/29/2025,4,5120,16
1/30/2025,4,10640,33
1/31/2025,4,6080,19
2/1/2025,4,13600,34
2/2/2025,4,10000,25
2/3/2025,4,10400,26
2/4/2025,4,9200,23
2/5/2025,4,13200,33
2/6/2025,4,10000,25
2/7/2025,4,10800,27
2/8/2025,4,14000,35
2/9/2025,4,22000,55
2/10/2025,4,8800,22
2/11/2025,4,14000,35
2/12/2025,4,13600,34
2/13/2025,4,7200,18
2/14/2025,4,6800,17
2/15/2025,4,10800,27
2/16/2025,4,14000,35
2/17/2025,4,9200,23
2/18/2025,4,15600,39
2/19/2025,4,12000,30
2/20/2025,4,10000,25
2/21/2025,4,9200,23
2/22/2025,4,5200,13
2/23/2025,4,2400,6
2/24/2025,4,2400,6
3/3/2025,4,1600,4
3/4/2025,4,4400,11
3/5/2025,4,2000,5
3/6/2025,4,3600,9
3/7/2025,4,2000,5
3/8/2025,4,9200,23
3/9/2025,4,15200,38
3/10/2025,4,10400,26
3/11/2025,4,17200,43
3/12/2025,4,15200,38
3/13/2025,4,7680,20
3/14/2025,4,6880,21
3/15/2025,4,10560,33
3/16/2025,4,13760,43
3/17/2025,4,6080,19
3/18/2025,4,10560,33
3/19/2025,4,7520,24
3/20/2025,4,10320,32
3/21/2025,4,5760,18
3/22/2025,4,10240,32
3/23/2025,4,10240,32
3/24/2025,4,8000,25
3/25/2025,4,9920,31
3/26/2025,4,11760,37
3/27/2025,4,8160,25
3/28/2025,4,13760,43
3/29/2025,4,7840,27
3/30/2025,4,11200,35
3/31/2025,4,10880,34
4/1/2025,4,6080,19
4/2/2025,4,8000,25
4/3/2025,4,11520,36
4/4/2025,4,8800,27
4/5/2025,4,9600,30
4/6/2025,4,14240,44
4/7/2025,4,7360,23
4/8/2025,4,9600,30
4/9/2025,4,8080,25
4/10/2025,4,9920,31
4/11/2025,4,9600,30
4/12/2025,4,4800,15
4/13/2025,4,2240,7
4/14/2025,4,1920,6
4/15/2025,4,1600,5
4/16/2025,4,960,3
4/25/2025,4,1400,5
4/29/2025,4,280,1
5/7/2025,4,4200,15
5/8/2025,4,12110,43
5/9/2025,4,10920,39
5/10/2025,4,10080,36
5/11/2025,4,7560,27
5/12/2025,4,7280,26
5/13/2025,4,7560,27
5/14/2025,4,4200,15
5/22/2025,4,350,1
5/26/2025,4,9800,28
5/27/2025,4,13850,39
5/28/2025,4,14100,40
5/29/2025,4,18550,53
5/30/2025,4,9100,26
5/31/2025,4,15400,44
6/1/2025,4,16800,48
6/2/2025,4,11900,34
6/3/2025,4,9450,27
6/4/2025,4,1400,4
6/6/2025,4,700,2
